ward_id,ward_name,average_income,median_income,population,geometry_wkt_simplified
11,University-Rosedale,174800.0,84000.0,102390,"POLYGON ((-79.3866459126664 43.6877014211196, -79.3909188985912 43.6913013363369, -79.3887418363907 43.6917249723705, -79.3891249054345 43.6931049639157, -79.3813532167439 43.6950870228904, -79.3708543515811 43.6906295716362, -79.3668785003559 43.6943545165468, -79.3626765244557 43.6930713173279, -79.3619546527758 43.6913752971545, -79.3637797379742 43.6885246424245, -79.3635841708998 43.6879167854284, -79.3628438000765 43.6888353732698, -79.3621680058351 43.6884665602725, -79.361708744228 43.6851034790115, -79.3663444348605 43.6810328317418, -79.3637314492195 43.6787974659571, -79.3649564974 43.6767286258956, -79.3629854293127 43.6748091072048, -79.3630104733244 43.6733239099847, -79.3605255527314 43.6719707333508, -79.3597108499133 43.6704618791026, -79.3611151401767 43.6700316651381, -79.3701757286411 43.6726336523931, -79.3771450315158 43.673147823563, -79.3768542862929 43.6723585535877, -79.379468072457 43.6718257155842, -79.3799057240718 43.6699739729667, -79.3888691173455 43.6681966792186, -79.3858549461133 43.6608156633898, -79.3831103705459 43.6613718103314, -79.3809264046243 43.6563287749711, -79.4037475308531 43.6517410074764, -79.4055986208919 43.6523770388198, -79.4207821526692 43.6493340834881, -79.4293964137968 43.670972707104, -79.4015776356744 43.676667386558, -79.3914054294272 43.6809695447518, -79.3928542300674 43.6850259296234, -79.3902572917164 43.685593095536, -79.3907253918597 43.6867926166736, -79.3866459126664 43.6877014211196))"
12,Toronto-St. Paul's,160400.0,86000.0,114110,"POLYGON ((-79.3887418363907 43.6917249723705, -79.3909188985912 43.6913013363369, -79.3866459126664 43.6877014211196, -79.3907253918597 43.6867926166736, -79.3902572917164 43.685593095536, -79.3928542300674 43.6850259296234, -79.3914054294272 43.6809695447518, -79.4015776356744 43.676667386558, -79.4293964137968 43.670972707104, -79.4346396357324 43.6870982979164, -79.4382584452398 43.6863629590337, -79.4386937707147 43.6871340019649, -79.4461172265153 43.6855663935808, -79.4502789805454 43.6956920028916, -79.3983665000037 43.7067319904649, -79.3989974316929 43.7095833507147, -79.3912268870284 43.711128749686, -79.3848473659846 43.6940268867582, -79.3891249054345 43.6931049639157, -79.3887418363907 43.6917249723705))"
13,Toronto Centre,89400.0,65000.0,116940,"POLYGON ((-79.3771450315158 43.673147823563, -79.3701757286411 43.6726336523931, -79.3611151401767 43.6700316651381, -79.3597108499133 43.6704618791026, -79.3573846094798 43.6683708540465, -79.3542826739305 43.6577903496959, -79.3495236876076 43.6535994380291, -79.3717413242899 43.6480415953011, -79.3765030771403 43.6457838773097, -79.3769743175951 43.6468847935012, -79.3791349753174 43.6459870607196, -79.3837661930223 43.6557159692698, -79.3809264046243 43.6563287749711, -79.3813699642643 43.6574159511334, -79.3831103705459 43.6613718103314, -79.3858549461133 43.6608156633898, -79.3888691173455 43.6681966792186, -79.3799057240718 43.6699739729667, -79.379468072457 43.6718257155842, -79.3768542862929 43.6723585535877, -79.3771450315158 43.673147823563))"
14,Toronto-Danforth,130800.0,93000.0,104560,"POLYGON ((-79.3321194840694 43.7030365489097, -79.3313033230546 43.7016569817106, -79.3270998613047 43.701504367047, -79.329556600972 43.6979385625621, -79.3148681478337 43.6622739414704, -79.3180561262379 43.6608907471122, -79.3131352772325 43.6579202864746, -79.3167487602611 43.6572980671659, -79.3160044572589 43.6560932201891, -79.3180075086009 43.6543276971172, -79.3201012518389 43.6493886272717, -79.3197755047527 43.6461078193635, -79.3212964716725 43.6426853123828, -79.320639405571 43.6417759098873, -79.323165395345 43.6347744685149, -79.3208563747197 43.6332117345415, -79.3219929341753 43.63246996839, -79.3223141316611 43.6298580037952, -79.3210890919175 43.629347001423, -79.3222798919771 43.6289536436946, -79.3227014639448 43.6266968654887, -79.3214220293968 43.6258910492744, -79.3226217885413 43.6255579840947, -79.323142770218 43.6239913235329, -79.3231239600726 43.6230743486528, -79.3217919587551 43.6223782088476, -79.3233650781778 43.6221422751132, -79.324061832496 43.6208469942152, -79.3242281637387 43.6183583608064, -79.3235356668823 43.6173404856301, -79.3272315421015 43.6175315328612, -79.3250544772182 43.6194217945645, -79.3248263847073 43.6215817828322, -79.3283776410829 43.6217767028635, -79.3286572105745 43.6213233614034, -79.3267901812287 43.6201079954423, -79.3272018033815 43.6188435874672, -79.3318624131694 43.6204088338225, -79.3370970425623 43.6191421195379, -79.343429071726 43.6127320857254, -79.3441227420691 43.6132564751468, -79.34376564219 43.6167266004795, -79.3447772699456 43.6181515337838, -79.3433797330289 43.6203484108326, -79.3450538310093 43.6217728242428, -79.3432936095393 43.622146125565, -79.3428494505304 43.6196725865394, -79.3412294740746 43.6194993304094, -79.3397621383915 43.6212120511682, -79.343203468705 43.6233850091241, -79.3401827840806 43.62405645338, -79.3386662972495 43.622141867286, -79.336899921394 43.623191822929, -79.3382297920379 43.6231369226689, -79.3370274086909 43.6248351385179, -79.3394661355856 43.6293905952484, -79.3374389720478 43.6290245694026, -79.3368915575573 43.627513508705, -79.3349891919605 43.6274297750582, -79.3357581060723 43.6263462050465, -79.3348707911519 43.6252512569088, -79.3343051291721 43.625984925558, -79.3309897529194 43.6261253097238, -79.3315376581647 43.6272434978308, -79.3299257324168 43.6283867366576, -79.328908422377 43.6309421090871, -79.3313482329035 43.6312604231127, -79.3325360422295 43.6301573476237, -79.3338241927704 43.6304321765455, -79.3339762439017 43.6294207310476, -79.336125347718 43.6290860906995, -79.3363385204461 43.6299209061776, -79.3345155404526 43.6316343879072, -79.329981405269 43.632854920726, -79.3295102655535 43.6336868472984, -79.3285608674707 43.6331675957184, -79.3290061322984 43.6320892212866, -79.3266052796253 43.6318730101644, -79.3256244057232 43.6342178106398, -79.3266303224354 43.634598613932, -79.3290936972304 43.6336251058755, -79.3234019327958 43.6375301300942, -79.3215816326603 43.6447241719823, -79.3243223243259 43.6452055431525, -79.3262970315575 43.6407976459734, -79.3247118338007 43.6400705976071, -79.3267074952547 43.6404337042533, -79.3295540722112 43.6370642315472, -79.3309544886804 43.6387432138911, -79.3274429970426 43.6415424989302, -79.3271611845698 43.6432783028154, -79.3285136173413 43.6443049835253, -79.3268227780294 43.6439759009155, -79.3253599461881 43.6456348059853, -79.3259009195864 43.6468989008241, -79.3288741482392 43.6474135336154, -79.3373730147543 43.6403415200555, -79.3361867962525 43.6394216410207, -79.3344503623322 43.6405025901856, -79.3358035602053 43.639377767585, -79.3405429499593 43.6391665082944, -79.3469069686649 43.6345252566421, -79.3470391608025 43.6332185403907, -79.349647800299 43.6333942966004, -79.3598538981138 43.6452985787937, -79.3472969332 43.6507487979107, -79.3542050943883 43.6576642319021, -79.3575079869779 43.6686455395089, -79.3605255527314 43.6719707333508, -79.3630104733244 43.6733239099847, -79.3629854293127 43.6748091072048, -79.3649564974 43.6767286258956, -79.3637314492195 43.6787974659571, -79.3663684190196 43.6813973948914, -79.3618502488393 43.6847291237982, -79.3625634908512 43.6880065929483, -79.3599379340575 43.6916322161718, -79.361851088114 43.6938430296204, -79.3606512266121 43.6949474447503, -79.3569281630571 43.6954248824872, -79.3550205923027 43.6980465430698, -79.3510982916581 43.6988703032065, -79.3501239659486 43.6998628344381, -79.348369420045 43.6999307124509, -79.344452660439 43.698264442969, -79.3357310484853 43.7030789804026, -79.3321194840694 43.7030365489097))"
15,Don Valley West,224800.0,102000.0,101015,"POLYGON ((-79.3526276415439 43.7162332047491, -79.3466048259545 43.716058226541, -79.3428587112222 43.7133543717086, -79.3398549126162 43.7130093520088, -79.3402840949513 43.7113686353943, -79.3379109060016 43.7088807115245, -79.3343949847785 43.7099964553998, -79.3336886695626 43.7070586673369, -79.3346939799612 43.7030774853307, -79.3365886334937 43.7027143437305, -79.3443299782682 43.6982865631383, -79.3490443982291 43.7000043991956, -79.3550205923027 43.6980465430698, -79.3569281630571 43.6954248824872, -79.3596294000145 43.6954279165008, -79.3616687237251 43.6941791963243, -79.3599379340575 43.6916322161718, -79.3616756627984 43.6888553797722, -79.3628930919671 43.6888151074695, -79.3635841708998 43.6879167854284, -79.3636717467284 43.6892031126318, -79.3619447764823 43.6917438792547, -79.3637434941028 43.6935704196164, -79.3668785003559 43.6943545165468, -79.3708543515811 43.6906295716362, -79.3813532167439 43.6950870228904, -79.3848473659846 43.6940268867582, -79.3912268870284 43.711128749686, -79.3989974316929 43.7095833507147, -79.4081097503073 43.7497935450057, -79.408388704346 43.7536163537944, -79.3984586558547 43.7598362035534, -79.3933248375784 43.7619333312937, -79.3763433033964 43.7654597876407, -79.3629278029548 43.7663407333661, -79.3619692900079 43.7646826249562, -79.3618768229924 43.7613569545306, -79.355272524315 43.731730217815, -79.3489319508464 43.7246039344513, -79.350407137067 43.7186525306924, -79.3499797944943 43.7170987413729, -79.3526276415439 43.7162332047491))"
16,Don Valley East,100300.0,78500.0,94335,"POLYGON ((-79.3005925599442 43.719785826787, -79.3200740071906 43.7155584000227, -79.3200391497843 43.7147946335148, -79.3209362610166 43.7144968766099, -79.3202309954932 43.7136812817183, -79.3215739724911 43.7124017145206, -79.319185347287 43.7124360903314, -79.3188328830434 43.7109908026419, -79.324850658126 43.7095710783109, -79.3259025081485 43.7083241195046, -79.331826973081 43.7060748319599, -79.3337845161024 43.7030151108172, -79.3346939799612 43.7030774853307, -79.3336886695626 43.7070586673369, -79.3343949847785 43.7099964553998, -79.3379109060016 43.7088807115245, -79.3402840949513 43.7113686353943, -79.3398549126162 43.7130093520088, -79.3428587112222 43.7133543717086, -79.3466048259545 43.716058226541, -79.3523211689513 43.7157348777119, -79.3526276415439 43.7162332047491, -79.3499797944943 43.7170987413729, -79.350407137067 43.7186525306924, -79.3489319508464 43.7246039344513, -79.355272524315 43.731730217815, -79.3618768229924 43.7613569545306, -79.3619692900079 43.7646826249562, -79.3629278029548 43.7663407333661, -79.3197941465542 43.7683633049312, -79.3005925599442 43.719785826787))"
17,Don Valley North,103800.0,84000.0,112585,"POLYGON ((-79.371790786081 43.7659237509937, -79.38715209799 43.7633117314331, -79.3962300578866 43.8032701311798, -79.3413178929128 43.8156507542373, -79.3197941465542 43.7683633049312, -79.371790786081 43.7659237509937))"
18,Willowdale,106300.0,81000.0,117125,"POLYGON ((-79.3944915063695 43.7615727646193, -79.3988716508807 43.7596020257605, -79.4114492180327 43.751653633058, -79.4152369837399 43.7519781176979, -79.4176383886104 43.7498162544205, -79.4222907421622 43.7496097660865, -79.4234706383109 43.7513097372232, -79.4280572742622 43.7541313787285, -79.4303121220997 43.7575152535561, -79.432982086036 43.7571882977582, -79.4352580703734 43.7588637140975, -79.4377072311299 43.75903151614, -79.4376564480818 43.7604447200018, -79.4399843054519 43.7615576575323, -79.4466297555239 43.7881143346654, -79.4454014110689 43.7906925814683, -79.4457551676068 43.792407466692, -79.3962300578866 43.8032701311798, -79.38715209799 43.7633117314331, -79.3944915063695 43.7615727646193))"
19,Beaches-East York,130600.0,89000.0,108490,"POLYGON ((-79.3005925599442 43.719785826787, -79.283155233091 43.6786372685676, -79.2818987803938 43.6783412103258, -79.2790326884178 43.6716713902779, -79.281416486316 43.670334028764, -79.2855857345591 43.6698323419322, -79.2872550578785 43.6686636229445, -79.2879873664658 43.6691297941239, -79.2895796701197 43.6679960393538, -79.2896730876894 43.6685799655325, -79.2905528874031 43.668412625966, -79.2968790861628 43.66535766613, -79.299419191377 43.6656580432788, -79.3033020724196 43.6645970251068, -79.3064006268029 43.6607190019619, -79.304969302645 43.6598599201066, -79.3061190724455 43.6585629098809, -79.3050286129688 43.6566387724763, -79.3076927119955 43.6561911204825, -79.3086244205861 43.6541631674021, -79.3112139836855 43.6558458743245, -79.308537794279 43.6559717899132, -79.3068580421842 43.6571942638249, -79.3103437822735 43.6583972972809, -79.311203577523 43.6572599960981, -79.3104176630899 43.6566870827769, -79.3126445495146 43.6569787973944, -79.311741272069 43.6575354329802, -79.311870004535 43.6590074370718, -79.3144073925375 43.6609243523504, -79.3133580721576 43.6616502853797, -79.3149245920134 43.6619658989816, -79.3287818995071 43.6959416036837, -79.3295965399394 43.6982704634436, -79.3270998613047 43.701504367047, -79.3316137103595 43.701763843479, -79.3330914324973 43.7033709024658, -79.3329659439107 43.7045638831405, -79.3322054245165 43.7058544069144, -79.3259025081485 43.7083241195046, -79.324850658126 43.7095710783109, -79.3188328830434 43.7109908026419, -79.319185347287 43.7124360903314, -79.3215739724911 43.7124017145206, -79.3202309954932 43.7136812817183, -79.3209362610166 43.7144968766099, -79.3200391497843 43.7147946335148, -79.3200740071906 43.7155584000227, -79.3005925599442 43.719785826787))"
20,Scarborough Southwest,102200.0,79000.0,110100,"POLYGON ((-79.2790326884178 43.6716713902779, -79.2818987803938 43.6783412103258, -79.283155233091 43.6786372685676, -79.3026450183565 43.7247230254748, -79.2189135347958 43.7431820122067, -79.2127612905359 43.7280935596794, -79.2170814471259 43.723158667759, -79.2171163115155 43.7221404255429, -79.2191929937617 43.7220620506704, -79.2235474682073 43.7180262271101, -79.2259666318296 43.7128871789413, -79.2250192045657 43.7110481877231, -79.2265051097211 43.7088247863808, -79.2260402551412 43.7073136929313, -79.2280709615316 43.7082400735708, -79.2267467793267 43.7097425120928, -79.2265164305182 43.7122351213815, -79.2295039108762 43.712528821249, -79.2305853004258 43.7113510940711, -79.2300120911705 43.7103438866652, -79.229201925286 43.7104076073765, -79.2291706525928 43.7117363623913, -79.2272293982826 43.7115883832862, -79.2282275443896 43.7109312745221, -79.2278995053166 43.7093528518947, -79.2296212029743 43.7092718754672, -79.2284466157 43.7090040668285, -79.2295308581058 43.707712147605, -79.2298975291968 43.7084849181494, -79.2318005349311 43.7084433846517, -79.2300740341667 43.7102586649903, -79.2313176219408 43.7105598247203, -79.2330774937103 43.7092599439891, -79.2334367253041 43.7075882482497, -79.2298167983503 43.7058745850074, -79.2286174028139 43.7074210598875, -79.2275935955469 43.7073797481101, -79.2291466214136 43.7058464632042, -79.2289420296653 43.7047525309817, -79.2332699082625 43.7052963162707, -79.232637693201 43.7066776861787, -79.2337529898364 43.7069180039189, -79.2343352625087 43.7063575535747, -79.2335735266325 43.7058206192036, -79.2365386141253 43.7032750464071, -79.2355982539933 43.701290452369, -79.237524561409 43.7023217484045, -79.2391490509029 43.7020477327651, -79.2391221685329 43.7024302255999, -79.2382598074985 43.7025629222651, -79.2367476475572 43.7041868348444, -79.2372508630341 43.7050534198831, -79.2380431954137 43.7048637094041, -79.2384929794109 43.7044349916151, -79.2375766042354 43.7042401472384, -79.2395489855792 43.7037755661326, -79.2380481117103 43.7032730518862, -79.2384351708071 43.702580354093, -79.2415934376891 43.7028166649316, -79.2432147237191 43.7018414389654, -79.2438675477254 43.7003906916522, -79.2556761689107 43.6950166095065, -79.258604821581 43.6925440838517, -79.2596585193887 43.6904042936058, -79.2665587382161 43.6845843926007, -79.270654718682 43.6797379727672, -79.271404301661 43.6797359277173, -79.2717991753286 43.6785054721757, -79.2726808159321 43.6785427029999, -79.2775508644504 43.6719366297015, -79.2790326884178 43.6716713902779))"
21,Scarborough Centre,91500.0,78000.0,111550,"POLYGON ((-79.2549798538438 43.781222537134, -79.2454227767629 43.7555485285071, -79.2352672256062 43.7577217927048, -79.2286728302396 43.7410178693341, -79.3022956196147 43.7247131323866, -79.3093483452118 43.7409191071266, -79.3152454343223 43.7578694237401, -79.3197941465542 43.7683633049312, -79.3105428000433 43.7689878144946, -79.2549798538438 43.781222537134))"
22,Scarborough-Agincourt,93000.0,77000.0,103695,"POLYGON ((-79.3099110291806 43.769117462528, -79.3197941465542 43.7683633049312, -79.3413178929128 43.8156507542373, -79.2973325288169 43.8259504741618, -79.2888003517962 43.8070508608343, -79.2866165944347 43.8044635211106, -79.2747764602797 43.7772824387948, -79.3099110291806 43.769117462528))"
23,Scarborough North,100000.0,87000.0,94030,"POLYGON ((-79.2259069624481 43.8396017879889, -79.2227983124317 43.8387122583673, -79.2228533952514 43.8375422541588, -79.2218291253958 43.8365181721498, -79.2239800202871 43.8353126631789, -79.2236350248054 43.833772647193, -79.2214794148288 43.8323048126031, -79.2191529368445 43.832429670642, -79.2175231260072 43.830379278518, -79.2322978138953 43.8257250560645, -79.2301429534698 43.8230341463964, -79.230539321233 43.8217479894662, -79.2253231795223 43.8114229465203, -79.2201428734414 43.8083081392599, -79.2173675130833 43.8047503628065, -79.2183471065432 43.8000235586246, -79.215721815678 43.7936789796981, -79.2346231156842 43.7857834565037, -79.2747764602797 43.7772824387948, -79.2866165944347 43.8044635211106, -79.2888003517962 43.8070508608343, -79.2973325288169 43.8259504741618, -79.2278142704233 43.8420905838785, -79.2259069624481 43.8396017879889))"
24,Scarborough-Guildwood,92700.0,78000.0,102760,"POLYGON ((-79.193515143674 43.7856485433965, -79.1792029490005 43.7518781562957, -79.1886883316032 43.746845099444, -79.1994571377754 43.7377769577586, -79.2075945150275 43.7333466637968, -79.2127612905359 43.7280935596794, -79.2189135347958 43.7431820122067, -79.2286728302396 43.7410178693341, -79.2352672256062 43.7577217927048, -79.2454227767629 43.7555485285071, -79.2549798538438 43.781222537134, -79.2318755307811 43.7866358608017, -79.2163490750907 43.7935185088302, -79.1970100599685 43.7965219057717, -79.193515143674 43.7856485433965))"
25,Scarborough-Rouge Park,121800.0,105000.0,101485,"POLYGON ((-79.1702915177967 43.8554571861712, -79.1517428539905 43.8139846672972, -79.1466722155067 43.8113421332666, -79.146095795582 43.8100667120699, -79.143638133229 43.8100622616307, -79.1431381754239 43.8107228135861, -79.1431510569595 43.8096302461494, -79.1419726431514 43.8096414124513, -79.1406399326833 43.8084476619858, -79.1381632167493 43.8074947675703, -79.1358924806049 43.8080366232362, -79.1340992289224 43.806856737949, -79.1343907542408 43.8044286769497, -79.1336714609228 43.8029627030242, -79.1352561294056 43.8006718482234, -79.1310270675971 43.8017819814644, -79.127683111259 43.8002863669536, -79.1251785804172 43.8001263587463, -79.1242266730957 43.7990102268028, -79.1242252226761 43.7974272942291, -79.121932277766 43.7974029991345, -79.1203061840931 43.7961544636336, -79.121003344313 43.7947406038787, -79.1154514950547 43.794555969822, -79.1170176569681 43.7942542993593, -79.1199398622345 43.7914345768316, -79.1204298222085 43.790570080326, -79.1197892012063 43.7903545881555, -79.1216881458691 43.7877163205869, -79.1338742109302 43.775758389882, -79.1340949255755 43.7740115132101, -79.135247872902 43.774083877336, -79.1387915851911 43.7701013075968, -79.1400493638156 43.7699805195526, -79.1408945052532 43.7686805654208, -79.1420007302763 43.7689049333775, -79.1464086955008 43.7657394244667, -79.1517535728807 43.7599613187649, -79.1532276665619 43.7591027223883, -79.1589754605121 43.7586939816235, -79.167280471169 43.7568344755552, -79.1792029490005 43.7518781562957, -79.193515143674 43.7856485433965, -79.1970100599685 43.7965219057717, -79.215721815678 43.7936789796981, -79.2183471065432 43.8000235586246, -79.2173675130833 43.8047503628065, -79.2201428734414 43.8083081392599, -79.2253231795223 43.8114229465203, -79.230539321233 43.8217479894662, -79.2301429534698 43.8230341463964, -79.2322978138953 43.8257250560645, -79.2175231260072 43.830379278518, -79.2191529368445 43.832429670642, -79.2214794148288 43.8323048126031, -79.2236350248054 43.833772647193, -79.2239800202871 43.8353126631789, -79.2218291253958 43.8365181721498, -79.2228533952514 43.8375422541588, -79.2226261230132 43.8384643204549, -79.2259069624481 43.8396017879889, -79.2278142704233 43.8420905838785, -79.1702915177967 43.8554571861712))"
